date,symbol,sector,action,price,shares,notional,realized_pnl,cumulative_realized_pnl,avg_cost_per_share,position_shares_after,position_value_after,cash_after,equity_after
2024-07-02,SBER,Finance,sell,328.37,65,21426.88,6162.57,798060.69,233.53,6460,2121261.27,289743.8,2411005.07
2024-07-03,SBER,Finance,sell,328.2,65,21201.63,6151.52,804212.2,233.53,6395,2098961.44,310945.43,2409906.87
2024-07-09,SBER,Finance,buy,319.99,194,62189.09,0.0,804212.2,236.08,6590,2108644.52,248756.34,2357400.86
2024-07-10,SBER,Finance,buy,316.68,157,49751.27,0.0,804212.2,237.95,6747,2136583.81,199005.07,2335588.89
2024-07-11,SBER,Finance,buy,295.87,135,39801.01,0.0,804212.2,239.09,6881,2035983.45,159204.06,2195187.51
2024-07-12,SBER,Finance,buy,292.21,109,31840.81,0.0,804212.2,239.92,6990,2042638.54,127363.25,2170001.78
2024-07-15,SBER,Finance,buy,284.38,90,25472.65,0.0,804212.2,240.48,7080,2013377.06,101890.6,2115267.66
2024-07-16,SBER,Finance,buy,285.25,71,20378.12,0.0,804212.2,240.93,7151,2039914.67,81512.48,2121427.15
2024-07-17,SBER,Finance,buy,284.68,57,16302.5,0.0,804212.2,241.28,7209,2052140.92,65209.98,2117350.9
2024-07-25,SBER,Finance,sell,296.37,72,21364.09,3964.63,808176.83,241.28,7136,2115045.22,86574.08,2201619.3
2024-07-29,SBER,Finance,buy,286.58,60,17314.82,0.0,808176.83,241.65,7197,2062493.68,69259.26,2131752.94
2024-08-01,SBER,Finance,buy,287.21,48,13851.85,0.0,808176.83,241.96,7245,2080879.59,55407.41,2136287.0
2024-08-02,SBER,Finance,buy,286.04,39,11081.48,0.0,808176.83,242.19,7284,2083484.25,44325.93,2127810.17
2024-08-05,SBER,Finance,buy,275.49,32,8865.19,0.0,808176.83,242.34,7316,2015504.38,35460.74,2050965.12
2024-08-15,SBER,Finance,buy,278.01,26,7092.15,0.0,808176.83,242.46,7342,2041033.03,28368.59,2069401.62
2024-08-16,SBER,Finance,buy,274.6,21,5673.72,0.0,808176.83,242.56,7362,2021671.95,22694.87,2044366.83
2024-08-19,SBER,Finance,buy,268.17,17,4538.97,0.0,808176.83,242.62,7379,1978871.7,18155.9,1997027.6
2024-08-20,SBER,Finance,buy,266.2,14,3631.18,0.0,808176.83,242.66,7393,1967965.92,14524.72,1982490.64
2024-08-21,SBER,Finance,buy,266.93,11,2904.94,0.0,808176.83,242.7,7404,1976267.62,11619.78,1987887.39
2024-08-22,SBER,Finance,buy,261.6,9,2323.96,0.0,808176.83,242.72,7413,1939129.89,9295.82,1948425.71
2024-08-23,SBER,Finance,buy,259.5,7,1859.16,0.0,808176.83,242.74,7420,1925422.65,7436.66,1932859.3
2024-08-30,SBER,Finance,buy,254.45,6,1487.33,0.0,808176.83,242.74,7426,1889440.29,5949.33,1895389.61
2024-09-02,SBER,Finance,buy,244.31,5,1189.87,0.0,808176.83,242.75,7430,1815334.71,4759.46,1820094.17
2024-09-03,SBER,Finance,buy,244.04,4,951.89,0.0,808176.83,242.75,7434,1814280.38,3807.57,1818087.95
2024-09-09,SBER,Finance,sell,263.31,74,19575.4,1519.73,809696.56,242.75,7360,1937965.03,23382.97,1961348.0
2024-09-16,SBER,Finance,sell,263.79,74,19414.98,1555.25,811251.81,242.75,7286,1922082.86,42797.95,1964880.81
2024-09-17,SBER,Finance,sell,265.99,73,19381.13,1694.82,812946.63,242.75,7214,1918731.84,62179.08,1980910.92
2024-09-20,SBER,Finance,sell,269.08,72,19410.22,1894.06,814840.69,242.75,7141,1921611.48,81589.3,2003200.78
2024-09-23,SBER,Finance,sell,273.17,71,19508.2,2158.11,816998.8,242.75,7070,1931311.67,101097.5,2032409.16
2024-09-24,SBER,Finance,sell,272.92,71,19295.44,2140.37,819139.17,242.75,6999,1910248.72,120392.94,2030641.66
2024-10-02,SBER,Finance,buy,259.31,93,24078.59,0.0,819139.17,242.96,7092,1839066.85,96314.35,1935381.2
2024-10-09,SBER,Finance,buy,260.86,74,19262.87,0.0,819139.17,243.15,7166,1869322.56,77051.48,1946374.04
2024-10-10,SBER,Finance,buy,259.98,59,15410.3,0.0,819139.17,243.29,7225,1878426.78,61641.18,1940067.96
2024-10-11,SBER,Finance,buy,256.94,48,12328.24,0.0,819139.17,243.38,7273,1868790.18,49312.95,1918103.13
2024-10-17,SBER,Finance,buy,256.57,38,9862.59,0.0,819139.17,243.45,7312,1875961.67,39450.36,1915412.03
2024-10-22,SBER,Finance,buy,255.42,31,7890.07,0.0,819139.17,243.5,7343,1875443.29,31560.29,1907003.58
2024-10-23,SBER,Finance,buy,252.01,25,6312.06,0.0,819139.17,243.53,7368,1856717.13,25248.23,1881965.36
2024-10-24,SBER,Finance,buy,252.64,20,5049.65,0.0,819139.17,243.55,7388,1866408.38,20198.58,1886606.97
2024-10-25,SBER,Finance,buy,246.35,16,4039.72,0.0,819139.17,243.56,7404,1823979.97,16158.87,1840138.83
2024-10-28,SBER,Finance,buy,242.56,13,3231.77,0.0,819139.17,243.55,7417,1799150.51,12927.09,1812077.6
2024-10-29,SBER,Finance,buy,242.66,11,2585.42,0.0,819139.17,243.55,7428,1802477.66,10341.67,1812819.34
2024-10-30,SBER,Finance,buy,241.45,9,2068.33,0.0,819139.17,243.55,7437,1795558.12,8273.34,1803831.46
2024-10-31,SBER,Finance,buy,237.9,7,1654.67,0.0,819139.17,243.55,7444,1770812.99,6618.67,1777431.66
2024-11-01,SBER,Finance,buy,238.03,6,1323.73,0.0,819139.17,243.54,7449,1773104.38,5294.94,1778399.32
2024-11-02,SBER,Finance,buy,238.97,4,1058.99,0.0,819139.17,243.54,7454,1781165.51,4235.95,1785401.46
2024-11-05,SBER,Finance,buy,239.23,4,847.19,0.0,819139.17,243.54,7457,1783950.61,3388.76,1787339.37
2024-11-06,SBER,Finance,sell,243.6,75,18165.38,2.93,819142.1,243.54,7382,1798372.55,21554.14,1819926.69
2024-11-07,SBER,Finance,sell,250.93,74,18524.86,545.25,819687.35,243.54,7309,1833961.28,40079.0,1874040.28
2024-11-08,SBER,Finance,sell,255.98,73,18708.7,906.5,820593.85,243.54,7236,1852161.3,58787.7,1910949.0
2024-11-11,SBER,Finance,sell,260.73,72,18865.3,1236.05,821829.9,243.54,7163,1867664.95,77653.0,1945317.96
2024-11-19,SBER,Finance,buy,240.59,65,15530.6,0.0,821829.9,243.51,7228,1738928.41,62122.4,1801050.81
2024-11-20,SBER,Finance,buy,237.05,52,12424.48,0.0,821829.9,243.46,7280,1725766.6,49697.92,1775464.52
2024-11-22,SBER,Finance,buy,236.0,42,9939.58,0.0,821829.9,243.42,7322,1728061.99,39758.34,1767820.33
2024-11-25,SBER,Finance,buy,227.81,35,7951.67,0.0,821829.9,243.35,7357,1676044.05,31806.67,1707850.72
2024-11-26,SBER,Finance,buy,223.16,29,6361.33,0.0,821829.9,243.27,7386,1648194.4,25445.34,1673639.73
2024-11-27,SBER,Finance,buy,226.3,22,5089.07,0.0,821829.9,243.22,7408,1676474.59,20356.27,1696830.85
2024-12-04,SBER,Finance,buy,224.55,18,4071.25,0.0,821829.9,243.17,7426,1667581.5,16285.02,1683866.51
2024-12-16,SBER,Finance,buy,225.53,14,3257.0,0.0,821829.9,243.14,7441,1678116.3,13028.01,1691144.31
2024-12-20,SBER,Finance,sell,257.6,74,19167.42,1068.16,822898.06,243.14,7366,1897574.3,32195.43,1929769.73
2024-12-23,SBER,Finance,sell,264.9,74,19513.49,1608.31,824506.37,243.14,7293,1931835.24,51708.92,1983544.15
2024-12-24,SBER,Finance,sell,264.34,73,19277.51,1545.7,826052.07,243.14,7220,1908473.81,70986.43,1979460.24
2024-12-25,SBER,Finance,sell,271.69,72,19615.39,2053.67,828105.75,243.14,7148,1941923.73,90601.82,2032525.55
2024-12-26,SBER,Finance,sell,269.56,71,19266.99,1873.94,829979.68,243.14,7076,1907432.41,109868.81,2017301.22
2024-12-27,SBER,Finance,sell,271.2,71,19190.37,1990.36,831970.05,243.14,7005,1899846.83,129059.19,2028906.02
2024-12-28,SBER,Finance,sell,272.83,70,19112.66,2076.42,834046.47,243.14,6935,1892152.87,148171.84,2040324.71
2024-12-30,SBER,Finance,sell,279.43,69,19379.26,2502.11,836548.58,243.14,6866,1918546.47,167551.1,2086097.57
2025-01-15,SBER,Finance,sell,282.77,69,19414.79,2732.55,839281.12,243.14,6797,1922063.89,186965.89,2109029.77
2025-01-17,SBER,Finance,sell,283.53,68,19272.3,2744.62,842025.74,243.14,6729,1907957.51,206238.18,2114195.7
2025-01-27,SBER,Finance,buy,275.23,150,41247.64,0.0,842025.74,243.84,6879,1893351.99,164990.55,2058342.54
2025-02-04,SBER,Finance,buy,277.4,119,32998.11,0.0,842025.74,244.41,6998,1941277.88,131992.44,2073270.32
2025-02-06,SBER,Finance,sell,287.15,70,20095.1,2989.7,845015.44,244.41,6928,1989414.43,152087.53,2141501.97
2025-02-10,SBER,Finance,sell,289.94,69,20087.44,3139.48,848154.92,244.41,6859,1988656.5,172174.97,2160831.47
2025-02-11,SBER,Finance,sell,294.06,69,20169.15,3423.73,851578.66,244.41,6790,1996745.83,192344.12,2189089.95
2025-02-12,SBER,Finance,sell,314.0,68,21321.44,4729.9,856308.56,244.41,6722,2110822.31,213665.56,2324487.87
2025-02-13,SBER,Finance,sell,310.1,67,20846.05,4399.07,860707.62,244.41,6655,2063759.04,234511.61,2298270.65
2025-02-14,SBER,Finance,sell,309.87,67,20622.28,4383.66,865091.28,244.41,6589,2041606.07,255133.89,2296739.97
2025-02-17,SBER,Finance,sell,319.5,66,21050.54,4953.75,870045.03,244.41,6523,2084003.64,276184.44,2360188.08
2025-02-25,SBER,Finance,sell,316.97,65,20675.01,4714.26,874759.29,244.41,6457,2046826.19,296859.45,2343685.64
2025-02-27,SBER,Finance,buy,307.1,193,59371.89,0.0,874759.29,246.23,6651,2042462.79,237487.56,2279950.35
2025-03-03,SBER,Finance,buy,305.5,155,47497.51,0.0,874759.29,247.58,6806,2079319.01,189990.05,2269309.06
2025-03-11,SBER,Finance,sell,319.69,68,21759.0,4901.12,879660.41,247.58,6738,2154141.15,211749.05,2365890.2
2025-03-17,SBER,Finance,sell,326.02,67,21967.94,5253.12,884913.52,247.58,6671,2174826.13,233716.99,2408543.12
2025-03-19,SBER,Finance,sell,325.3,67,21700.23,5204.88,890118.4,247.58,6604,2148322.9,255417.22,2403740.12
2025-03-24,SBER,Finance,buy,319.47,160,51083.44,0.0,890118.4,249.28,6764,2160904.28,204333.78,2365238.05
2025-03-26,SBER,Finance,buy,315.23,130,40866.76,0.0,890118.4,250.53,6894,2173091.55,163467.02,2336558.57
2025-03-27,SBER,Finance,buy,311.96,105,32693.4,0.0,890118.4,251.45,6998,2183242.65,130773.62,2314016.27
2025-03-28,SBER,Finance,buy,308.04,85,26154.72,0.0,890118.4,252.13,7083,2181963.37,104618.89,2286582.27
2025-03-31,SBER,Finance,buy,309.72,68,20923.78,0.0,890118.4,252.68,7151,2214787.23,83695.11,2298482.34
2025-04-01,SBER,Finance,buy,303.24,55,16739.02,0.0,890118.4,253.06,7206,2185188.2,66956.09,2252144.29
2025-04-03,SBER,Finance,buy,302.09,44,13391.22,0.0,890118.4,253.36,7250,2190292.36,53564.87,2243857.23
2025-04-04,SBER,Finance,buy,285.35,38,10712.97,0.0,890118.4,253.53,7288,2079632.59,42851.9,2122484.48
2025-04-07,SBER,Finance,buy,287.56,30,8570.38,0.0,890118.4,253.67,7318,2104309.46,34281.52,2138590.98
2025-04-08,SBER,Finance,buy,282.03,24,6856.3,0.0,890118.4,253.76,7342,2070698.27,27425.22,2098123.49
2025-04-17,SBER,Finance,sell,304.8,73,22378.78,3723.54,893841.94,253.76,7269,2215499.58,49804.0,2265303.57
2025-04-21,SBER,Finance,sell,308.12,73,22396.32,3965.87,897807.81,253.76,7196,2217235.34,72200.32,2289435.66
2025-04-22,SBER,Finance,sell,312.25,72,22469.55,4208.88,902016.69,253.76,7124,2224485.32,94669.86,2319155.19
2025-04-25,SBER,Finance,sell,316.69,71,22561.16,4465.63,906482.32,253.76,7053,2233554.95,117231.03,2350785.98
2025-05-02,SBER,Finance,buy,299.96,78,23446.21,0.0,906482.32,254.27,7131,2139007.62,93784.82,2232792.44
2025-05-05,SBER,Finance,buy,294.64,64,18756.96,0.0,906482.32,254.63,7195,2119827.79,75027.86,2194855.65
2025-05-12,SBER,Finance,sell,310.81,72,22361.65,4042.92,910525.23,254.63,7123,2213803.42,97389.51,2311192.92
2025-05-13,SBER,Finance,sell,311.24,71,22168.66,4017.29,914542.53,254.63,7051,2194697.51,119558.17,2314255.68
2025-05-22,SBER,Finance,buy,302.66,79,23911.63,0.0,914542.53,255.16,7130,2158107.59,95646.53,2253754.12
2025-05-23,SBER,Finance,buy,302.22,63,19129.31,0.0,914542.53,255.57,7194,2174099.49,76517.23,2250616.72
2025-05-26,SBER,Finance,buy,297.77,51,15303.45,0.0,914542.53,255.87,7245,2157390.68,61213.78,2218604.47
2025-05-27,SBER,Finance,buy,298.7,41,12242.76,0.0,914542.53,256.11,7286,2176371.44,48971.03,2225342.46
2025-05-28,SBER,Finance,sell,308.47,73,22475.57,3819.97,918362.5,256.11,7213,2225081.5,71446.6,2296528.1
2025-05-30,SBER,Finance,sell,309.3,72,22310.69,3827.4,922189.89,256.11,7141,2208757.84,93757.28,2302515.12
2025-06-02,SBER,Finance,sell,309.63,71,22111.14,3797.67,925987.56,256.11,7070,2189003.28,115868.43,2304871.7
2025-06-03,SBER,Finance,sell,313.55,71,22167.17,4075.96,930063.51,256.11,6999,2194549.49,138035.59,2332585.08
2025-06-04,SBER,Finance,sell,313.23,70,21923.1,3996.15,934059.67,256.11,6929,2170386.69,159958.69,2330345.38
2025-06-05,SBER,Finance,sell,317.96,69,22031.61,4265.4,938325.07,256.11,6860,2181129.49,181990.3,2363119.8
2025-06-20,SBER,Finance,buy,309.7,118,36398.06,0.0,938325.07,257.02,6977,2160865.93,145592.24,2306458.17
2025-06-25,SBER,Finance,sell,313.78,70,21893.33,3971.17,942296.24,257.02,6908,2167439.93,167485.57,2334925.51
2025-06-27,SBER,Finance,sell,315.18,69,21771.1,4011.03,946307.26,257.02,6838,2155339.35,189256.68,2344596.03
2025-06-30,SBER,Finance,sell,316.15,68,21619.73,4018.85,950326.11,257.02,6770,2140352.91,210876.4,2351229.31
2025-07-01,SBER,Finance,sell,318.42,68,21557.21,4173.19,954499.31,257.02,6702,2134163.72,232433.61,2366597.34
2025-07-02,SBER,Finance,sell,319.43,67,21409.33,4179.49,958678.79,257.02,6635,2119523.77,253842.95,2373366.72
2025-07-03,SBER,Finance,sell,319.17,66,21177.99,4099.95,962778.74,257.02,6569,2096620.6,275020.93,2371641.53
2025-07-04,SBER,Finance,sell,319.44,66,20983.94,4117.77,966896.51,257.02,6503,2077410.28,296004.87,2373415.15
2025-07-07,SBER,Finance,buy,313.5,189,59200.97,0.0,966896.51,258.61,6692,2097981.73,236803.9,2334785.62
2025-07-08,SBER,Finance,buy,309.71,153,47360.78,0.0,966896.51,259.76,6845,2119979.35,189443.12,2309422.46
2025-07-09,SBER,Finance,buy,310.09,122,37888.62,0.0,966896.51,260.64,6967,2160469.09,151554.5,2312023.58
2025-07-15,SBER,Finance,sell,319.99,70,22294.45,4152.37,971048.87,260.64,6898,2207150.24,173848.94,2380999.18
2025-07-16,SBER,Finance,sell,321.58,69,22181.17,4202.75,975251.62,260.64,6829,2195936.19,196030.12,2391966.3
2025-07-17,SBER,Finance,sell,327.05,68,22332.89,4513.76,979765.38,260.64,6760,2210955.66,218363.0,2429318.66
2025-07-18,SBER,Finance,buy,309.0,141,43672.6,0.0,979765.38,261.63,6902,2132604.87,174690.4,2307295.27
2025-07-28,SBER,Finance,buy,303.97,115,34938.08,0.0,979765.38,262.32,7017,2132827.73,139752.32,2272580.05
2025-07-29,SBER,Finance,buy,305.26,92,27950.46,0.0,979765.38,262.88,7108,2169829.57,111801.86,2281631.43
2025-07-30,SBER,Finance,buy,303.3,74,22360.37,0.0,979765.38,263.29,7182,2178258.0,89441.49,2267699.48
2025-08-06,SBER,Finance,sell,310.22,72,22279.56,3376.39,983141.76,263.29,7110,2205676.9,111721.05,2317397.95
2025-08-07,SBER,Finance,sell,313.43,71,22285.0,3557.38,986699.14,263.29,7039,2206215.13,134006.05,2340221.18
2025-08-08,SBER,Finance,sell,317.97,70,22381.72,3825.04,990524.18,263.29,6969,2215790.2,156387.77,2372177.97
2025-08-11,SBER,Finance,sell,317.82,70,22147.45,3814.54,994338.73,263.29,6899,2192597.47,178535.22,2371132.69
