date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi,rsi_signal
2022-08-29,RTGZ,Rosneft Oil Company,buy,23000.0,9,200000.0,8.7,200000.0,800000.0,1000000.0,28.25,buy
2022-08-31,RTGZ,Rosneft Oil Company,sell,23600.0,0,2052.17,8.61,203165.22,802052.17,1005217.39,71.59,sell
2022-09-01,RTGZ,Rosneft Oil Company,sell,23600.0,0,2031.65,8.52,201133.57,804083.83,1005217.39,71.59,sell
2022-09-05,RTGZ,Rosneft Oil Company,sell,24300.0,0,2070.99,8.44,205028.4,806154.82,1011183.22,86.28,sell
2022-09-06,OZON,Information technology,buy,1443.5,139,200000.0,138.55,200000.0,800000.0,1000000.0,26.29,buy
2022-09-06,RTGZ,Rosneft Oil Company,sell,24500.0,0,2067.16,8.35,204648.72,808221.98,1012870.69,88.88,sell
2022-09-08,OZON,Information technology,buy,1428.0,112,160000.0,250.6,357852.44,640000.0,997852.44,25.79,buy
2022-09-09,OZON,Information technology,buy,1410.5,91,128000.0,341.34,481467.0,512000.0,993467.0,20.82,buy
2022-09-14,RTGZ,Rosneft Oil Company,sell,24600.0,0,2054.84,8.27,203429.18,810276.82,1013705.99,71.41,sell
2022-09-15,RTGZ,Rosneft Oil Company,sell,25100.0,0,2075.64,8.19,205488.28,812352.46,1017840.73,83.33,sell
2022-09-16,RTGZ,Rosneft Oil Company,sell,26200.0,0,2144.94,8.1,212348.8,814497.4,1026846.2,92.7,sell
2022-09-19,OZON,Information technology,sell,1488.0,3,5079.21,337.93,502842.01,517079.21,1019921.23,80.33,sell
2022-09-19,RTGZ,Rosneft Oil Company,sell,26800.0,0,2172.12,8.02,215039.63,816669.51,1031709.15,94.89,sell
2022-09-20,OZON,Information technology,buy,1325.5,78,103415.84,415.95,551343.99,413663.37,965007.36,17.32,buy
2022-09-20,SBER,Finance,buy,125.1,1599,200000.0,1598.72,200000.0,800000.0,1000000.0,9.63,buy
2022-09-21,OZON,Information technology,buy,1236.0,67,82732.67,482.89,596848.99,330930.7,927779.69,10.79,buy
2022-09-21,SBER,Finance,buy,120.23,1331,160000.0,2929.5,352214.23,640000.0,992214.23,6.77,buy
2022-09-22,OZON,Information technology,buy,1254.0,53,66186.14,535.67,671727.1,264744.56,936471.66,19.35,buy
2022-09-23,OZON,Information technology,buy,1171.0,45,52948.91,580.88,680215.61,211795.65,892011.25,11.95,buy
2022-09-23,SBER,Finance,buy,119.39,1072,128000.0,4001.62,477753.45,512000.0,989753.45,21.5,buy
2022-09-26,OZON,Information technology,buy,987.5,43,42359.13,623.78,615982.45,169436.52,785418.97,5.47,buy
2022-09-26,RTGZ,Rosneft Oil Company,buy,21900.0,7,163333.9,15.48,339056.59,653335.61,992392.2,17.28,buy
2022-09-26,SBER,Finance,buy,107.06,956,102400.0,4958.09,530813.47,409600.0,940413.47,10.4,buy
2022-09-28,RTGZ,Rosneft Oil Company,buy,22200.0,6,130667.12,21.37,474368.32,522668.49,997036.81,29.55,buy
2022-09-28,SBER,Finance,buy,111.06,738,81920.0,5695.71,632565.84,327680.0,960245.84,29.91,buy
2022-09-29,OZON,Information technology,buy,1030.5,33,33887.3,656.66,676692.28,135549.21,812241.5,25.43,buy
2022-09-29,RTGZ,Rosneft Oil Company,buy,21200.0,5,104533.7,26.3,557534.08,418134.79,975668.87,21.09,buy
2022-09-29,SBER,Finance,buy,110.41,594,65536.0,6289.28,694399.63,262144.0,956543.63,28.49,buy
2022-09-30,RTGZ,Rosneft Oil Company,buy,21000.0,4,83626.96,30.28,635901.28,334507.83,970409.11,19.52,buy
2022-09-30,SBER,Finance,buy,110.21,476,52428.8,6765.0,745570.57,209715.2,955285.77,27.92,buy
2022-10-05,RTGZ,Rosneft Oil Company,buy,20500.0,3,66901.57,33.54,687662.34,267606.27,955268.6,22.9,buy
2022-10-05,SBER,Finance,buy,108.51,387,41943.04,7151.54,776013.11,167772.16,943785.27,29.78,buy
2022-10-06,SBER,Finance,buy,108.24,310,33554.43,7461.54,807636.63,134217.73,941854.36,28.74,buy
2022-10-07,RTGZ,Rosneft Oil Company,buy,20600.0,3,53521.25,36.14,744538.04,214085.01,958623.06,28.23,buy
2022-10-07,SBER,Finance,buy,101.5,264,26843.55,7726.0,784189.42,107374.18,891563.61,12.98,buy
2022-10-10,RTGZ,Rosneft Oil Company,buy,20500.0,2,42817.0,38.23,783740.78,171268.01,955008.79,26.0,buy
2022-10-13,RTGZ,Rosneft Oil Company,sell,21900.0,0,8372.65,37.85,828891.9,179640.66,1008532.55,73.66,sell
2022-10-14,RTGZ,Rosneft Oil Company,sell,22700.0,0,8591.71,37.47,850579.34,188232.37,1038811.71,83.7,sell
2022-10-17,OZON,Information technology,sell,1279.5,7,8402.02,650.1,831799.61,143951.23,975750.84,83.06,sell
2022-10-17,SBER,Finance,sell,112.44,77,8687.12,7648.74,860024.79,116061.3,976086.09,77.85,sell
2022-10-18,RTGZ,Rosneft Oil Company,sell,22800.0,0,8543.26,37.1,845783.12,196775.63,1042558.76,84.72,sell
2022-10-19,SBER,Finance,sell,112.39,76,8596.42,7572.26,851045.93,124657.73,975703.66,70.67,sell
2022-10-20,SBER,Finance,sell,116.98,76,8858.03,7496.53,876944.56,133515.75,1010460.31,84.28,sell
2022-10-21,SBER,Finance,sell,119.45,75,8954.61,7421.57,886506.39,142470.36,1028976.75,88.35,sell
2022-10-24,SBER,Finance,sell,118.8,74,8816.82,7347.35,872865.55,151287.18,1024152.73,80.65,sell
2022-10-25,OZON,Information technology,sell,1339.0,7,8704.8,643.6,861775.6,152656.03,1014431.64,86.57,sell
2022-10-25,RTGZ,Rosneft Oil Company,sell,23200.0,0,8606.21,36.72,852015.21,205381.84,1057397.06,74.14,sell
2022-10-25,SBER,Finance,sell,124.36,73,9137.17,7273.88,904579.66,160424.35,1065004.02,90.53,sell
2022-10-26,OZON,Information technology,sell,1328.0,6,8546.96,637.16,846149.08,161202.99,1007352.08,77.58,sell
2022-10-26,SBER,Finance,sell,124.43,73,9050.89,7201.14,896037.95,169475.24,1065513.19,90.62,sell
2022-10-27,RTGZ,Rosneft Oil Company,sell,23200.0,0,8520.15,36.36,843495.06,213902.0,1057397.06,70.7,sell
2022-10-27,SBER,Finance,sell,126.61,72,9117.36,7129.13,902619.07,178592.61,1081211.67,93.24,sell
2022-10-28,OZON,Information technology,sell,1323.5,6,8432.82,630.79,834849.04,169635.81,1004484.85,71.28,sell
2022-10-28,SBER,Finance,sell,126.97,71,9051.86,7057.84,896133.7,187644.46,1083778.16,93.65,sell
2022-10-31,OZON,Information technology,sell,1338.0,6,8439.95,624.48,835555.53,178075.77,1013631.29,78.05,sell
2022-10-31,SBER,Finance,sell,126.72,71,8943.69,6987.26,885425.55,196588.15,1082013.7,88.43,sell
2022-11-01,OZON,Information technology,sell,1383.5,6,8639.69,618.24,855329.71,186715.46,1042045.18,89.22,sell
2022-11-01,SBER,Finance,sell,127.05,70,8877.31,6917.39,878854.03,205465.47,1084319.5,89.51,sell
2022-11-07,OZON,Information technology,sell,1397.5,6,8639.85,612.05,855345.17,195355.31,1050700.48,77.06,sell
2022-11-07,RTGZ,Rosneft Oil Company,sell,23200.0,0,8434.95,35.99,835060.11,222336.95,1057397.06,70.2,sell
2022-11-07,SBER,Finance,sell,132.0,69,9130.95,6848.21,903964.15,214596.42,1118560.56,89.07,sell
2022-11-08,OZON,Information technology,sell,1396.0,6,8544.27,605.93,845882.82,203899.58,1049782.4,75.6,sell
2022-11-08,RTGZ,Rosneft Oil Company,sell,23400.0,0,8422.59,35.63,833836.31,230759.54,1064595.85,76.65,sell
2022-11-08,SBER,Finance,sell,131.29,68,8991.02,6779.73,890110.9,223587.44,1113698.33,79.76,sell
2022-11-09,OZON,Information technology,sell,1408.0,6,8531.54,599.87,844622.48,212431.12,1057053.6,79.87,sell
2022-11-10,OZON,Information technology,sell,1438.0,6,8626.19,593.88,853992.51,221057.31,1075049.82,87.52,sell
2022-11-10,SBER,Finance,sell,136.68,68,9266.54,6711.93,917387.11,232853.97,1150241.08,77.37,sell
2022-11-11,OZON,Information technology,sell,1447.0,6,8593.37,587.94,850744.01,229650.68,1080394.69,89.24,sell
2022-11-11,SBER,Finance,sell,136.98,67,9194.01,6644.81,910206.68,242047.98,1152254.66,77.96,sell
2022-11-14,OZON,Information technology,sell,1518.5,6,8927.81,582.06,883853.65,238578.5,1122432.15,95.75,sell
2022-11-14,SBER,Finance,sell,139.8,66,9289.45,6578.37,919655.61,251337.43,1170993.04,83.59,sell
2022-11-18,RTGZ,Rosneft Oil Company,buy,22400.0,2,46151.91,37.69,844354.19,184607.63,1028961.82,25.65,buy
2022-11-21,RTGZ,Rosneft Oil Company,sell,24300.0,0,9159.74,37.32,906813.78,193767.36,1100581.15,71.7,sell
2022-11-25,OZON,Information technology,buy,1423.5,34,47715.7,615.58,876273.93,190862.8,1067136.73,20.88,buy
2022-11-28,OZON,Information technology,buy,1403.0,27,38172.56,642.78,901827.16,152690.24,1054517.4,13.34,buy
2022-11-28,RTGZ,Rosneft Oil Company,sell,25000.0,0,9329.36,36.94,923606.63,203096.72,1126703.36,77.6,sell
2022-12-01,RTGZ,Rosneft Oil Company,sell,25900.0,0,9568.56,36.57,947287.91,212665.29,1159953.19,78.25,sell
2022-12-02,RTGZ,Rosneft Oil Company,sell,25900.0,0,9472.88,36.21,937815.03,222138.17,1159953.19,78.25,sell
2022-12-05,OZON,Information technology,sell,1459.5,6,9381.45,636.36,928763.06,162071.68,1090834.74,76.11,sell
2022-12-05,SBER,Finance,sell,142.0,66,9341.28,6512.58,924786.73,260678.71,1185465.45,89.42,sell
2022-12-07,RTGZ,Rosneft Oil Company,buy,24100.0,2,44427.63,38.05,917066.33,177710.53,1094776.86,28.82,buy
2022-12-07,SBER,Finance,sell,142.32,65,9268.71,6447.46,917602.05,269947.42,1187549.47,78.01,sell
2022-12-08,RTGZ,Rosneft Oil Company,buy,24100.0,1,35542.11,39.53,952608.43,142168.43,1094776.86,28.82,buy
2022-12-12,OZON,Information technology,buy,1422.5,23,32414.34,659.14,937632.19,129657.35,1067289.53,29.16,buy
2022-12-13,OZON,Information technology,buy,1420.0,18,25931.47,677.41,961915.8,103725.88,1065641.67,26.56,buy
2022-12-14,OZON,Information technology,buy,1386.0,15,20745.18,692.37,959629.19,82980.7,1042609.89,9.84,buy
2022-12-14,SBER,Finance,buy,137.3,393,53989.48,6840.68,939225.3,215957.94,1155183.24,24.13,buy
2022-12-15,OZON,Information technology,buy,1361.5,12,16596.14,704.56,959262.18,66384.56,1025646.75,6.02,buy
2022-12-15,SBER,Finance,buy,134.55,321,43191.59,7161.69,963605.02,172766.35,1136371.37,12.13,buy
2022-12-16,OZON,Information technology,buy,1371.0,10,13276.91,714.25,979232.44,53107.65,1032340.09,22.38,buy
2022-12-16,SBER,Finance,buy,135.45,255,34553.27,7416.79,1004603.81,138213.08,1142816.89,28.43,buy
2022-12-19,OZON,Information technology,buy,1330.0,8,10621.53,722.23,960569.85,42486.12,1003055.97,10.91,buy
2022-12-19,RTGZ,Rosneft Oil Company,buy,23600.0,1,28433.69,40.73,961278.46,113734.74,1075013.2,22.17,buy
2022-12-19,SBER,Finance,buy,134.64,205,27642.62,7622.09,1026238.83,110570.46,1136809.29,23.05,buy
2022-12-20,RTGZ,Rosneft Oil Company,buy,23500.0,1,22746.95,41.7,979952.19,90987.79,1070939.99,20.17,buy
2022-12-22,RTGZ,Rosneft Oil Company,buy,23300.0,1,18197.56,42.48,989809.73,72790.23,1062599.97,16.09,buy
2022-12-23,RTGZ,Rosneft Oil Company,buy,23200.0,1,14558.05,43.11,1000119.67,58232.19,1058351.86,14.1,buy
2022-12-26,RTGZ,Rosneft Oil Company,buy,23300.0,0,11646.44,43.61,1016076.97,46585.75,1062662.72,26.8,buy
2022-12-26,SBER,Finance,sell,140.95,76,10743.34,7545.87,1063590.9,121313.81,1184904.71,83.79,sell
2022-12-29,SBER,Finance,sell,140.96,75,10636.66,7470.41,1053029.7,131950.47,1184980.17,73.0,sell
2022-12-30,SBER,Finance,sell,141.15,75,10544.49,7395.71,1043904.59,142494.96,1186399.55,74.63,sell
2023-01-03,OZON,Information technology,sell,1438.0,7,10385.71,715.01,1028185.3,52871.83,1081057.13,73.3,sell
2023-01-03,SBER,Finance,sell,141.78,74,10485.64,7321.75,1038078.25,152980.6,1191058.84,80.18,sell
2023-01-04,OZON,Information technology,sell,1436.0,7,10267.55,707.86,1016487.73,63139.38,1079627.11,70.87,sell
2023-01-05,OZON,Information technology,sell,1439.0,7,10186.11,700.78,1008425.2,73325.5,1081750.69,72.77,sell
2023-01-06,RTGZ,Rosneft Oil Company,sell,24200.0,0,10553.25,43.17,1044771.33,57139.0,1101910.33,91.24,sell
2023-01-09,RTGZ,Rosneft Oil Company,sell,24200.0,0,10447.71,42.74,1034323.62,67586.71,1101910.33,91.24,sell
2023-01-09,SBER,Finance,sell,142.4,73,10426.18,7248.54,1032191.56,163406.78,1195598.33,82.56,sell
2023-01-10,SBER,Finance,sell,142.81,72,10351.63,7176.05,1024811.82,173758.41,1198570.23,86.37,sell
2023-01-11,OZON,Information technology,sell,1490.0,7,10441.65,693.77,1033723.42,83767.15,1117490.57,89.35,sell
2023-01-11,SBER,Finance,sell,149.96,72,10761.21,7104.29,1065359.38,184519.62,1249878.99,97.85,sell
2023-01-12,OZON,Information technology,sell,1498.0,7,10392.74,686.84,1028880.88,94159.88,1123040.76,90.66,sell
2023-01-12,SBER,Finance,sell,149.3,71,10606.71,7033.25,1050063.84,195126.32,1245190.16,88.25,sell
2023-01-13,OZON,Information technology,sell,1510.5,7,10374.66,679.97,1027091.67,104534.55,1131626.22,92.63,sell
2023-01-13,RTGZ,Rosneft Oil Company,sell,24500.0,0,10471.46,42.31,1036674.35,78058.17,1114732.52,79.29,sell
2023-01-13,SBER,Finance,sell,151.69,70,10668.73,6962.91,1056204.57,205795.05,1261999.62,92.15,sell
2023-01-16,OZON,Information technology,sell,1582.0,7,10757.09,673.17,1064952.29,115291.64,1180243.93,97.26,sell
2023-01-16,RTGZ,Rosneft Oil Company,sell,24900.0,0,10536.0,41.89,1043063.65,88594.16,1131657.81,86.24,sell
2023-01-16,SBER,Finance,sell,153.71,70,10702.7,6893.29,1059566.96,216497.75,1276064.71,94.37,sell
2023-01-20,OZON,Information technology,sell,1563.0,7,10521.62,666.44,1041640.47,125813.26,1167453.73,71.86,sell
2023-01-23,OZON,Information technology,sell,1625.0,7,10829.6,659.77,1072129.95,136642.86,1208772.8,87.32,sell
2023-01-23,SBER,Finance,sell,153.5,69,10581.19,6824.35,1047538.18,227078.94,1274617.12,72.14,sell
2023-01-24,OZON,Information technology,sell,1606.0,7,10595.94,653.17,1048998.33,147238.8,1196237.13,70.67,sell
2023-01-25,OZON,Information technology,sell,1638.0,7,10699.0,646.64,1059200.92,157937.8,1217138.72,79.77,sell
2023-01-26,OZON,Information technology,sell,1629.5,6,10537.04,640.18,1043167.41,168474.84,1211642.25,71.52,sell
2023-01-27,OZON,Information technology,sell,1654.5,6,10591.72,633.77,1048580.1,179066.56,1227646.66,80.02,sell
2023-01-30,OZON,Information technology,sell,1699.5,6,10771.0,627.44,1066328.96,189837.56,1256166.52,88.6,sell
2023-01-30,RTGZ,Rosneft Oil Company,buy,23700.0,1,17718.83,42.64,1010514.36,70875.33,1081389.69,22.2,buy
2023-01-31,OZON,Information technology,sell,1710.0,6,10729.17,621.16,1062187.88,200566.73,1262754.61,90.0,sell
2023-01-31,SBER,Finance,sell,158.07,68,10787.25,6756.11,1067938.22,237866.2,1305804.42,91.23,sell
2023-02-01,OZON,Information technology,sell,1709.0,6,10615.67,614.95,1050951.05,211182.4,1262133.44,88.55,sell
2023-02-01,RTGZ,Rosneft Oil Company,sell,24700.0,0,10531.52,42.21,1042620.57,81406.85,1124027.42,81.36,sell
2023-02-01,SBER,Finance,sell,158.29,68,10694.25,6688.55,1058730.31,248560.45,1307290.76,91.63,sell
2023-02-02,SBER,Finance,sell,159.45,67,10664.89,6621.66,1055824.14,259225.34,1315049.48,93.72,sell
2023-02-03,SBER,Finance,sell,161.26,66,10678.09,6555.45,1057131.26,269903.43,1327034.69,95.93,sell
2023-02-06,OZON,Information technology,sell,1714.0,6,10540.26,608.8,1043485.54,221722.66,1265208.2,74.62,sell
2023-02-06,SBER,Finance,sell,167.09,66,10953.5,6489.89,1084396.01,280856.92,1365252.94,98.43,sell
2023-02-07,RTGZ,Rosneft Oil Company,sell,25000.0,0,10552.84,41.79,1044731.14,91959.69,1136690.83,70.66,sell
2023-02-07,SBER,Finance,sell,165.39,65,10733.63,6424.99,1062629.56,291590.56,1354220.12,78.7,sell
2023-02-09,OZON,Information technology,buy,1664.0,27,44344.53,635.45,1057390.01,177378.12,1234768.13,29.14,buy
2023-02-09,SBER,Finance,sell,165.31,64,10621.16,6360.74,1051494.41,302211.71,1353706.12,71.64,sell
2023-02-10,SBER,Finance,sell,165.52,64,10528.3,6297.14,1042301.86,312740.01,1355041.88,72.89,sell
2023-02-14,OZON,Information technology,buy,1633.0,22,35475.62,657.17,1073166.66,141902.5,1215069.16,17.81,buy
2023-02-15,OZON,Information technology,buy,1578.5,18,28380.5,675.15,1065731.12,113522.0,1179253.12,8.3,buy
2023-02-15,SBER,Finance,buy,156.25,400,62548.0,6697.44,1046475.42,250192.01,1296667.43,13.02,buy
2023-02-16,OZON,Information technology,buy,1581.0,14,22704.4,689.52,1090123.41,90817.6,1180941.01,11.34,buy
2023-02-16,RTGZ,Rosneft Oil Company,buy,24200.0,1,18391.94,42.55,1029691.68,73567.75,1103259.43,29.35,buy
2023-02-17,OZON,Information technology,buy,1582.5,11,18163.52,700.99,1109321.2,72654.08,1181975.28,13.74,buy
2023-02-20,OZON,Information technology,buy,1556.5,9,14530.82,710.33,1105626.2,58123.26,1163749.47,8.29,buy
2023-02-21,RTGZ,Rosneft Oil Company,sell,25600.0,0,10892.61,42.12,1078368.02,84460.36,1162828.38,76.44,sell
2023-02-21,SBER,Finance,sell,164.15,67,10993.85,6630.47,1088391.37,261185.86,1349577.23,73.61,sell
2023-02-24,OZON,Information technology,sell,1656.0,7,11763.04,703.23,1164540.84,69886.3,1234427.15,73.72,sell
2023-02-24,SBER,Finance,sell,164.3,66,10893.86,6564.16,1078492.08,272079.72,1350571.8,70.74,sell
2023-02-27,OZON,Information technology,sell,1673.5,7,11768.47,696.19,1165078.81,81654.78,1246733.59,79.02,sell
2023-02-27,RTGZ,Rosneft Oil Company,sell,26200.0,0,11036.42,41.7,1092605.84,95496.78,1188102.63,78.29,sell
2023-02-27,SBER,Finance,sell,169.95,66,11155.8,6498.52,1104423.8,283235.52,1387659.32,87.7,sell
2023-02-28,OZON,Information technology,sell,1676.0,7,11668.19,689.23,1155151.1,93322.97,1248474.07,79.83,sell
2023-02-28,SBER,Finance,sell,169.82,65,11035.79,6433.54,1092543.21,294271.31,1386814.52,86.09,sell
2023-03-01,RTGZ,Rosneft Oil Company,sell,26500.0,0,11051.17,41.29,1094065.43,106547.95,1200613.38,76.25,sell
2023-03-01,SBER,Finance,sell,170.53,64,10971.11,6369.2,1086139.91,305242.42,1391382.33,87.8,sell
2023-03-03,SBER,Finance,sell,171.16,64,10901.53,6305.51,1079250.98,316143.94,1395394.92,72.78,sell
2023-03-06,OZON,Information technology,sell,1701.5,7,11727.26,682.34,1160999.23,105050.23,1266049.46,77.29,sell
2023-03-06,SBER,Finance,sell,171.84,63,10835.39,6242.45,1072703.34,326979.33,1399682.67,75.73,sell
2023-03-07,RTGZ,Rosneft Oil Company,sell,29300.0,0,12096.65,40.87,1197568.15,118644.6,1316212.75,87.3,sell
2023-03-07,SBER,Finance,sell,174.01,62,10862.49,6180.03,1075386.97,337841.83,1413228.8,83.65,sell
2023-03-09,RTGZ,Rosneft Oil Company,sell,33400.0,0,13651.46,40.46,1351494.49,132296.06,1483790.54,94.35,sell
2023-03-10,RTGZ,Rosneft Oil Company,sell,34400.0,0,13919.58,40.06,1378038.81,146215.64,1524254.45,95.25,sell
2023-03-13,RTGZ,Rosneft Oil Company,sell,33700.0,0,13499.97,39.66,1336497.35,159715.61,1496212.96,82.39,sell
2023-03-14,OZON,Information technology,sell,1712.5,7,11685.05,675.52,1156819.9,116735.28,1273555.18,77.12,sell
2023-03-14,RTGZ,Rosneft Oil Company,sell,33400.0,0,13246.0,39.26,1311353.75,172961.61,1484315.36,76.21,sell
2023-03-14,SBER,Finance,sell,175.71,62,10858.93,6118.23,1075034.09,348700.76,1423734.85,82.03,sell
2023-03-15,RTGZ,Rosneft Oil Company,sell,33300.0,0,13074.28,38.87,1294353.26,186035.89,1480389.15,73.64,sell
2023-03-15,SBER,Finance,sell,175.3,61,10725.26,6057.05,1061800.36,359426.01,1421226.37,74.98,sell
2023-03-16,SBER,Finance,sell,175.45,61,10627.09,5996.48,1052081.83,370053.1,1422134.93,76.04,sell
2023-03-17,SBER,Finance,sell,193.59,60,11608.58,5936.51,1149249.34,381661.68,1530911.02,97.06,sell
2023-03-20,SBER,Finance,sell,203.73,59,12094.46,5877.15,1197351.11,393756.14,1591107.25,98.25,sell
2023-03-21,SBER,Finance,sell,203.32,59,11949.41,5818.38,1182992.07,405705.55,1588697.62,96.04,sell
